
PriLevel,SecLevel,Trigger,Sync,ToothTime,Time
"Flag","Flag","Flag","Flag","ms","ms"
0.0,1.0,0.0,1.0,107.67834,12570.328
1.0,0.0,0.0,0.0,116.35866,12686.687
1.0,0.0,0.0,1.0,329.91684,13016.604
1.0,0.0,0.0,1.0,242.8866,13259.49
1.0,0.0,1.0,1.0,149.95464,13409.445
0.0,1.0,0.0,1.0,321.2893,13730.734
1.0,0.0,0.0,0.0,116.52894,13847.264
1.0,0.0,0.0,1.0,101.6103,13948.874
1.0,0.0,1.0,0.0,233.4024,14182.276
1.0,0.0,1.0,1.0,151.13736,14333.414
0.0,1.0,0.0,0.0,236.80734,14570.222
1.0,1.0,1.0,1.0,82.09674,14652.318
0.0,0.0,0.0,1.0,123.98958,14776.308
0.0,0.0,1.0,0.0,78.02256,14854.33
0.0,0.0,1.0,1.0,249.17508,15103.505
0.0,0.0,1.0,1.0,163.0068,15266.512
0.0,0.0,1.0,1.0,249.70308,15516.215
0.0,0.0,0.0,1.0,124.32882,15640.544
0.0,0.0,1.0,0.0,77.51502,15718.059
0.0,0.0,1.0,1.0,162.32634,15880.385
1.0,0.0,0.0,0.0,53.76888,15934.153
0.0,0.0,1.0,1.0,249.6846,16183.838
0.0,0.0,1.0,0.0,265.79984,16449.639
0.0,0.0,1.0,0.0,164.01924,16613.658
1.0,0.0,0.0,0.0,54.61962,16668.277
1.0,0.0,0.0,0.0,290.73593,16959.014
1.0,0.0,0.0,0.0,10.51512,16969.53
0.0,0.0,1.0,1.0,252.2289,17221.758
0.0,0.0,1.0,0.0,208.6293,17430.387
0.0,0.0,1.0,1.0,32.0562,17462.443
1.0,0.0,0.0,0.0,315.4965,17777.94
1.0,0.0,0.0,0.0,140.78526,17918.725
0.0,0.0,1.0,1.0,119.7603,18038.484
0.0,0.0,1.0,0.0,78.36378,18116.848
0.0,0.0,1.0,1.0,248.49396,18365.342
1.0,0.0,0.0,0.0,315.16122,18680.504
1.0,0.0,0.0,0.0,204.56567,18885.07
1.0,0.0,0.0,0.0,53.9385,18939.01
0.0,0.0,1.0,1.0,181.66632,19120.676
0.0,0.0,1.0,1.0,313.29605,19433.973
1.0,0.0,0.0,0.0,315.1599,19749.133
1.0,0.0,0.0,0.0,30.19632,19779.33
1.0,0.0,0.0,0.0,227.63202,20006.963
0.0,0.0,1.0,1.0,33.58344,20040.547
0.0,0.0,1.0,1.0,118.73268,20159.28
1.0,0.0,0.0,0.0,333.137,20492.416
1.0,0.0,0.0,1.0,57.67146,20550.088
1.0,0.0,0.0,1.0,13.22904,20563.316
1.0,0.0,0.0,0.0,247.31651,20810.633
0.0,0.0,1.0,1.0,75.47892,20886.111
1.0,0.0,0.0,0.0,333.30527,21219.416
1.0,0.0,0.0,1.0,100.92786,21320.344
1.0,0.0,0.0,1.0,331.78265,21652.127
1.0,0.0,0.0,1.0,13.22904,21665.355
1.0,0.0,0.0,0.0,54.45066,21719.807
1.0,0.0,0.0,0.0,289.8832,22009.69
1.0,0.0,0.0,1.0,101.09748,22110.787
1.0,0.0,0.0,1.0,114.15822,22224.945
1.0,0.0,0.0,1.0,273.76932,22498.715
1.0,0.0,0.0,1.0,11.53548,22510.25
1.0,0.0,0.0,0.0,289.54333,22799.793
1.0,0.0,0.0,1.0,144.35124,22944.145
1.0,0.0,0.0,1.0,69.88476,23014.03
1.0,0.0,0.0,1.0,114.32652,23128.355
1.0,0.0,0.0,1.0,317.18542,23445.541
1.0,0.0,0.0,0.0,115.84848,23561.389
1.0,0.0,0.0,1.0,243.74593,23805.135
1.0,0.0,1.0,0.0,190.82777,23995.963
1.0,0.0,1.0,0.0,155.54485,24151.508
1.0,0.0,1.0,0.0,146.2131,24297.72
1.0,0.0,0.0,0.0,245.77937,24543.5
1.0,0.0,0.0,1.0,200.15292,24743.652
